customer_id,recency,frequency,monetary,R,F,M,RFM_SCORE,cluster,segment
415345,18,1,1089,5,1,1,511,0,Recent Customer
415453,76,2,13756,3,1,5,315,4,Regular Customer
415471,133,1,10536,1,1,4,114,1,At Risk Customer
415617,95,1,4258,2,1,2,212,1,Regular Customer
415676,98,1,4144,2,1,2,212,1,Regular Customer
415859,119,1,986,1,1,1,111,1,At Risk Customer
415893,122,1,8954,1,1,4,114,1,At Risk Customer
415923,77,1,4767,3,1,3,313,4,Regular Customer
416108,95,1,4923,2,1,3,213,1,Regular Customer
416295,71,1,2703,3,1,2,312,4,Regular Customer
416308,127,1,11454,1,1,4,114,1,At Risk Customer
416426,109,1,1676,2,1,1,211,1,At Risk Customer
416496,59,11,77647,3,2,5,325,4,VIP Customer
416697,81,1,2897,3,1,2,312,4,Regular Customer
416702,36,1,3896,4,1,2,412,0,Recent Customer
416882,59,1,2468,3,1,2,312,4,Regular Customer
417076,64,1,15,3,1,1,311,4,Regular Customer
417153,21,1,2226,5,1,1,511,0,Recent Customer
417161,128,1,2022,1,1,1,111,1,At Risk Customer
417215,97,1,7710,2,1,3,213,1,Regular Customer
417312,123,4,29075,1,2,5,125,1,VIP Customer
417594,128,3,15472,1,2,5,125,1,Loyal Customer
418092,22,1,5838,5,1,3,513,0,Recent Customer
418115,65,1,3837,3,1,2,312,4,Regular Customer
418229,4,1,2644,5,1,2,512,0,Recent Customer
418307,57,1,13890,4,1,5,415,4,Regular Customer
418591,85,1,13532,2,1,4,214,4,Regular Customer
418630,65,2,15514,3,1,5,315,4,Regular Customer
418715,97,2,9117,2,1,4,214,1,Regular Customer
418745,18,1,19120,5,1,5,515,0,High Value Customer
418774,132,1,2968,1,1,2,112,1,At Risk Customer
418867,52,2,10990,4,1,4,414,4,Regular Customer
418925,26,1,586,5,1,1,511,0,Recent Customer
418959,73,1,10004,3,1,4,314,4,Regular Customer
418973,34,1,14396,4,1,5,415,0,Recent Customer
419048,108,1,1452,2,1,1,211,1,At Risk Customer
419333,81,1,2021,3,1,1,311,4,Regular Customer
419475,10,2,9216,5,1,4,514,0,Recent Customer
419532,85,1,5205,2,1,3,213,4,Regular Customer
419535,136,1,392,1,1,1,111,1,At Risk Customer
419612,61,1,15036,3,1,5,315,4,Regular Customer
420421,66,1,7092,3,1,3,313,4,Regular Customer
420548,61,1,9150,3,1,4,314,4,Regular Customer
420572,84,1,2369,3,1,2,312,4,Regular Customer
420780,16,1,5556,5,1,3,513,0,Recent Customer
420807,7,1,1178,5,1,1,511,0,Recent Customer
420941,110,1,2820,2,1,2,212,1,At Risk Customer
421085,12,1,7041,5,1,3,513,0,Recent Customer
421133,40,1,3476,4,1,2,412,0,Regular Customer
421440,88,1,16580,2,1,5,215,4,Regular Customer
421656,39,1,14740,4,1,5,415,0,Regular Customer
422045,108,2,13263,2,1,4,214,1,At Risk Customer
422169,42,1,8952,4,1,4,414,0,Regular Customer
422291,75,1,4164,3,1,2,312,4,Regular Customer
422603,65,2,5164,3,1,3,313,4,Regular Customer
422618,16,1,14008,5,1,5,515,0,Recent Customer
422668,114,2,18480,1,1,5,115,1,High Value Customer
422745,127,2,10420,1,1,4,114,1,At Risk Customer
422787,109,1,3484,2,1,2,212,1,At Risk Customer
422894,100,2,11750,2,1,4,214,1,Regular Customer
423185,45,1,7270,4,1,3,413,0,Regular Customer
423686,127,1,721,1,1,1,111,1,At Risk Customer
423912,132,1,13143,1,1,4,114,1,At Risk Customer
424432,116,1,12183,1,1,4,114,1,At Risk Customer
424452,88,1,6528,2,1,3,213,4,Regular Customer
424472,57,4,19733,4,2,5,425,4,VIP Customer
424643,107,1,6068,2,1,3,213,1,At Risk Customer
424706,93,1,6582,2,1,3,213,1,Regular Customer
424759,32,1,1172,4,1,1,411,0,Recent Customer
424807,92,1,3425,2,1,2,212,4,Regular Customer
424884,32,1,7956,4,1,3,413,0,Recent Customer
424955,57,1,2699,4,1,2,412,4,Regular Customer
425069,108,2,9890,2,1,4,214,1,At Risk Customer
425131,75,1,3552,3,1,2,312,4,Regular Customer
425356,39,1,9609,4,1,4,414,0,Regular Customer
425428,18,1,4161,5,1,2,512,0,Recent Customer
425539,125,2,16284,1,1,5,115,1,At Risk Customer
425614,22,1,3941,5,1,2,512,0,Recent Customer
425648,44,1,2992,4,1,2,412,0,Regular Customer
425801,33,1,5196,4,1,3,413,0,Recent Customer
426015,20,1,18804,5,1,5,515,0,High Value Customer
426059,135,1,923,1,1,1,111,1,At Risk Customer
426208,91,1,9280,2,1,4,214,4,Regular Customer
426226,79,1,9556,3,1,4,314,4,Regular Customer
426297,138,1,460,1,1,1,111,1,At Risk Customer
427158,36,1,5256,4,1,3,413,0,Recent Customer
427234,49,1,1617,4,1,1,411,4,Regular Customer
427346,134,1,7065,1,1,3,113,1,At Risk Customer
427353,39,1,8134,4,1,3,413,0,Regular Customer
427421,94,1,15768,2,1,5,215,1,Regular Customer
427504,16,3,16777,5,2,5,525,0,Loyal Customer
427583,59,1,2877,3,1,2,312,4,Regular Customer
427619,28,1,8346,5,1,4,514,0,Recent Customer
427622,7,3,22372,5,2,5,525,0,Loyal Customer
427675,135,1,240,1,1,1,111,1,At Risk Customer
427724,123,2,6294,1,1,3,113,1,At Risk Customer
427756,0,1,939,5,1,1,511,0,Recent Customer
427854,58,1,4671,4,1,3,413,4,Regular Customer
427943,21,1,3728,5,1,2,512,0,Recent Customer
427949,11,1,3843,5,1,2,512,0,Recent Customer
428022,45,1,4747,4,1,3,413,0,Regular Customer
428189,52,1,3838,4,1,2,412,4,Regular Customer
428220,101,1,4512,2,1,2,212,1,Regular Customer
428251,83,1,2726,3,1,2,312,4,Regular Customer
428397,46,1,3287,4,1,2,412,0,Regular Customer
428415,25,1,4272,5,1,2,512,0,Recent Customer
428516,85,1,12800,2,1,4,214,4,Regular Customer
428853,86,1,8266,2,1,3,213,4,Regular Customer
428870,115,1,7810,1,1,3,113,1,At Risk Customer
428886,106,1,8812,2,1,4,214,1,At Risk Customer
428964,127,1,1731,1,1,1,111,1,At Risk Customer
428976,65,1,1524,3,1,1,311,4,Regular Customer
429035,37,13,45522,4,2,5,425,0,VIP Customer
429126,113,1,5058,1,1,3,113,1,At Risk Customer
429139,66,1,18400,3,1,5,315,4,Regular Customer
429169,45,1,9720,4,1,4,414,0,Regular Customer
429195,119,1,2601,1,1,2,112,1,At Risk Customer
429213,105,2,27510,2,1,5,215,1,High Value Customer
429418,138,3,19377,1,2,5,125,1,Loyal Customer
429461,11,2,5471,5,1,3,513,0,Recent Customer
429610,6,1,13620,5,1,4,514,0,Recent Customer
429764,47,1,9722,4,1,4,414,4,Regular Customer
430099,79,1,1271,3,1,1,311,4,Regular Customer
430152,24,1,17900,5,1,5,515,0,Recent Customer
430186,94,1,7348,2,1,3,213,1,Regular Customer
430190,94,1,3642,2,1,2,212,1,Regular Customer
430234,65,1,2347,3,1,2,312,4,Regular Customer
430569,93,1,5500,2,1,3,213,1,Regular Customer
430663,8,4,22181,5,2,5,525,0,VIP Customer
430822,92,2,10639,2,1,4,214,4,Regular Customer
430907,88,1,9972,2,1,4,214,4,Regular Customer
430913,6,12,63658,5,2,5,525,0,VIP Customer
430945,31,1,1682,4,1,1,411,0,Recent Customer
431138,67,1,2253,3,1,1,311,4,Regular Customer
431790,36,1,1172,4,1,1,411,0,Recent Customer
431811,104,1,736,2,1,1,211,1,Regular Customer
431937,68,1,11823,3,1,4,314,4,Regular Customer
431941,78,1,18044,3,1,5,315,4,Regular Customer
431956,128,1,11385,1,1,4,114,1,At Risk Customer
432060,138,1,1625,1,1,1,111,1,At Risk Customer
432140,18,1,570,5,1,1,511,0,Recent Customer
432335,44,1,2450,4,1,2,412,0,Regular Customer
432343,135,1,8332,1,1,4,114,1,At Risk Customer
432345,42,1,14058,4,1,5,415,0,Regular Customer
432404,36,2,8805,4,1,4,414,0,Recent Customer
432499,107,2,175,2,1,1,211,1,At Risk Customer
432569,96,1,4282,2,1,2,212,1,Regular Customer
432644,39,1,8228,4,1,3,413,0,Regular Customer
432814,46,1,8798,4,1,4,414,0,Regular Customer
433031,137,1,982,1,1,1,111,1,At Risk Customer
433067,105,2,12493,2,1,4,214,1,At Risk Customer
433111,19,2,8555,5,1,4,514,0,Recent Customer
433148,129,1,9870,1,1,4,114,1,At Risk Customer
433256,15,1,15880,5,1,5,515,0,Recent Customer
433471,110,1,2867,2,1,2,212,1,At Risk Customer
433583,83,6,32663,3,2,5,325,4,VIP Customer
433786,60,1,206,3,1,1,311,4,Regular Customer
433791,20,2,24546,5,1,5,515,0,High Value Customer
434180,101,2,10135,2,1,4,214,1,Regular Customer
434250,6,2,7441,5,1,3,513,0,Recent Customer
434317,45,1,5151,4,1,3,413,0,Regular Customer
434333,131,1,8709,1,1,4,114,1,At Risk Customer
434418,106,3,14598,2,2,5,225,1,Loyal Customer
434489,101,1,8382,2,1,4,214,1,Regular Customer
434493,136,1,7540,1,1,3,113,1,At Risk Customer
434507,25,1,879,5,1,1,511,0,Recent Customer
434563,80,1,4452,3,1,2,312,4,Regular Customer
434601,85,1,3913,2,1,2,212,4,Regular Customer
434803,3,4,11501,5,2,4,524,0,Loyal Customer
434900,137,1,354,1,1,1,111,1,At Risk Customer
434902,4,1,7636,5,1,3,513,0,Recent Customer
435019,135,1,1736,1,1,1,111,1,At Risk Customer
435041,30,1,550,5,1,1,511,0,Recent Customer
435104,103,1,2468,2,1,2,212,1,Regular Customer
435144,123,1,11289,1,1,4,114,1,At Risk Customer
435336,94,1,5202,2,1,3,213,1,Regular Customer
435495,138,1,1286,1,1,1,111,1,At Risk Customer
435603,15,1,4408,5,1,2,512,0,Recent Customer
435940,114,1,16964,1,1,5,115,1,At Risk Customer
435977,116,2,16759,1,1,5,115,1,At Risk Customer
436023,10,1,18744,5,1,5,515,0,High Value Customer
436334,122,1,1034,1,1,1,111,1,At Risk Customer
436380,93,1,5716,2,1,3,213,1,Regular Customer
436517,18,1,386,5,1,1,511,0,Recent Customer
436639,114,1,3724,1,1,2,112,1,At Risk Customer
436662,92,1,7932,2,1,3,213,4,Regular Customer
436797,99,1,1363,2,1,1,211,1,Regular Customer
436967,14,1,16816,5,1,5,515,0,Recent Customer
437102,87,1,18964,2,1,5,215,4,High Value Customer
437906,25,1,6782,5,1,3,513,0,Recent Customer
437984,81,1,8031,3,1,3,313,4,Regular Customer
438222,76,1,2940,3,1,2,312,4,Regular Customer
438357,113,1,2175,1,1,1,111,1,At Risk Customer
438441,106,47,339943,2,2,5,225,3,VIP Customer
438605,31,1,6424,4,1,3,413,0,Recent Customer
438780,64,8,44211,3,2,5,325,4,VIP Customer
439626,2,1,9116,5,1,4,514,0,Recent Customer
439737,83,1,15472,3,1,5,315,4,Regular Customer
439811,116,2,10665,1,1,4,114,1,At Risk Customer
440136,75,1,5631,3,1,3,313,4,Regular Customer
440213,87,1,4777,2,1,3,213,4,Regular Customer
440289,88,1,12558,2,1,4,214,4,Regular Customer
440481,102,1,2778,2,1,2,212,1,Regular Customer
440486,136,1,4662,1,1,3,113,1,At Risk Customer
440612,129,2,8753,1,1,4,114,1,At Risk Customer
440630,11,1,9772,5,1,4,514,0,Recent Customer
440666,68,1,4134,3,1,2,312,4,Regular Customer
440745,114,1,10701,1,1,4,114,1,At Risk Customer
440802,71,2,6431,3,1,3,313,4,Regular Customer
440899,112,1,7206,1,1,3,113,1,At Risk Customer
440941,60,1,1816,3,1,1,311,4,Regular Customer
441024,11,4,35712,5,2,5,525,0,VIP Customer
441318,114,1,6102,1,1,3,113,1,At Risk Customer
441381,111,1,4803,2,1,3,213,1,At Risk Customer
441470,135,1,17604,1,1,5,115,1,At Risk Customer
441506,58,2,16573,4,1,5,415,4,Regular Customer
441527,61,1,9160,3,1,4,314,4,Regular Customer
441641,135,1,13408,1,1,4,114,1,At Risk Customer
441688,78,1,4484,3,1,2,312,4,Regular Customer
441737,70,1,4521,3,1,2,312,4,Regular Customer
441782,9,1,8934,5,1,4,514,0,Recent Customer
441858,92,1,7587,2,1,3,213,4,Regular Customer
442319,112,1,14216,1,1,5,115,1,At Risk Customer
442692,114,1,512,1,1,1,111,1,At Risk Customer
442771,37,1,19168,4,1,5,415,0,High Value Customer
442882,128,1,422,1,1,1,111,1,At Risk Customer
442911,58,1,5384,4,1,3,413,4,Regular Customer
443006,43,1,18640,4,1,5,415,0,High Value Customer
443013,4,1,2230,5,1,1,511,0,Recent Customer
443200,84,1,8012,3,1,3,313,4,Regular Customer
443581,115,1,982,1,1,1,111,1,At Risk Customer
443938,126,1,8834,1,1,4,114,1,At Risk Customer
444320,71,1,6878,3,1,3,313,4,Regular Customer
444359,22,1,5364,5,1,3,513,0,Recent Customer
444654,56,1,2620,4,1,2,412,4,Regular Customer
444847,91,2,17636,2,1,5,215,4,Regular Customer
445175,87,1,193,2,1,1,211,4,Regular Customer
445226,112,1,8206,1,1,3,113,1,At Risk Customer
445245,17,1,7128,5,1,3,513,0,Recent Customer
445564,118,1,5544,1,1,3,113,1,At Risk Customer
445764,105,1,982,2,1,1,211,1,At Risk Customer
446044,95,1,12696,2,1,4,214,1,Regular Customer
446062,46,1,6284,4,1,3,413,0,Regular Customer
446206,114,3,26672,1,2,5,125,1,Loyal Customer
446252,49,1,2860,4,1,2,412,4,Regular Customer
446421,115,1,4781,1,1,3,113,1,At Risk Customer
446543,21,1,952,5,1,1,511,0,Recent Customer
446718,79,1,1884,3,1,1,311,4,Regular Customer
446730,93,1,2110,2,1,1,211,1,Regular Customer
446744,100,1,10410,2,1,4,214,1,Regular Customer
446931,106,2,4500,2,1,2,212,1,At Risk Customer
446985,37,2,4349,4,1,2,412,0,Recent Customer
447078,72,1,10167,3,1,4,314,4,Regular Customer
447164,115,1,2631,1,1,2,112,1,At Risk Customer
447235,54,1,4292,4,1,2,412,4,Regular Customer
447385,73,1,71,3,1,1,311,4,Regular Customer
447405,85,4,29913,2,2,5,225,4,VIP Customer
447407,85,1,12496,2,1,4,214,4,Regular Customer
447415,135,4,34274,1,2,5,125,1,VIP Customer
447934,52,1,1234,4,1,1,411,4,Regular Customer
447985,104,1,3417,2,1,2,212,1,Regular Customer
448326,77,1,8140,3,1,3,313,4,Regular Customer
448356,54,1,5800,4,1,3,413,4,Regular Customer
448370,57,1,2358,4,1,2,412,4,Regular Customer
448386,70,1,4744,3,1,3,313,4,Regular Customer
448398,91,2,1729,2,1,1,211,4,Regular Customer
449026,42,1,4528,4,1,2,412,0,Regular Customer
449226,132,1,664,1,1,1,111,1,At Risk Customer
449371,58,1,2468,4,1,2,412,4,Regular Customer
449506,16,1,7388,5,1,3,513,0,Recent Customer
449727,3,2,7340,5,1,3,513,0,Recent Customer
449785,72,2,12505,3,1,4,314,4,Regular Customer
449843,52,1,2280,4,1,1,411,4,Regular Customer
450043,99,1,13575,2,1,4,214,1,Regular Customer
450090,51,1,806,4,1,1,411,4,Regular Customer
450098,44,1,14832,4,1,5,415,0,Regular Customer
450190,138,1,8646,1,1,4,114,1,At Risk Customer
450303,11,1,9252,5,1,4,514,0,Recent Customer
450322,98,1,648,2,1,1,211,1,Regular Customer
450579,115,1,9716,1,1,4,114,1,At Risk Customer
450596,23,1,6496,5,1,3,513,0,Recent Customer
450702,43,2,11300,4,1,4,414,0,Regular Customer
450732,50,2,15721,4,1,5,415,4,Regular Customer
450873,102,1,1020,2,1,1,211,1,Regular Customer
450950,92,1,8230,2,1,3,213,4,Regular Customer
450966,44,1,3212,4,1,2,412,0,Regular Customer
450977,113,1,2628,1,1,2,112,1,At Risk Customer
451001,115,1,7468,1,1,3,113,1,At Risk Customer
451072,14,1,3676,5,1,2,512,0,Recent Customer
451106,107,1,570,2,1,1,211,1,At Risk Customer
451189,13,1,5118,5,1,3,513,0,Recent Customer
451333,132,1,2261,1,1,1,111,1,At Risk Customer
451610,94,1,3856,2,1,2,212,1,Regular Customer
451673,103,4,26362,2,2,5,225,1,VIP Customer
451676,59,1,250,3,1,1,311,4,Regular Customer
451822,58,1,3940,4,1,2,412,4,Regular Customer
451953,29,2,31717,5,1,5,515,0,High Value Customer
451990,37,1,1462,4,1,1,411,0,Recent Customer
452009,48,1,11391,4,1,4,414,4,Regular Customer
452090,116,1,11944,1,1,4,114,1,At Risk Customer
452114,90,1,672,2,1,1,211,4,Regular Customer
452149,34,1,7140,4,1,3,413,0,Recent Customer
452189,119,1,6544,1,1,3,113,1,At Risk Customer
452250,50,1,113,4,1,1,411,4,Regular Customer
452316,115,1,12930,1,1,4,114,1,At Risk Customer
452625,132,1,1407,1,1,1,111,1,At Risk Customer
452649,52,1,4484,4,1,2,412,4,Regular Customer
452653,124,1,5632,1,1,3,113,1,At Risk Customer
452811,50,1,888,4,1,1,411,4,Regular Customer
452965,71,1,332,3,1,1,311,4,Regular Customer
453067,114,2,26120,1,1,5,115,1,High Value Customer
453287,91,1,11616,2,1,4,214,4,Regular Customer
453323,122,1,15148,1,1,5,115,1,At Risk Customer
453338,51,1,1480,4,1,1,411,4,Regular Customer
453409,134,1,6998,1,1,3,113,1,At Risk Customer
453926,12,1,7178,5,1,3,513,0,Recent Customer
453995,47,1,9614,4,1,4,414,4,Regular Customer
454102,94,2,16722,2,1,5,215,1,Regular Customer
454180,95,1,10419,2,1,4,214,1,Regular Customer
454363,117,1,2144,1,1,1,111,1,At Risk Customer
454380,23,1,3328,5,1,2,512,0,Recent Customer
454636,128,1,1746,1,1,1,111,1,At Risk Customer
454654,14,6,30320,5,2,5,525,0,VIP Customer
454690,114,1,2982,1,1,2,112,1,At Risk Customer
454731,117,1,14196,1,1,5,115,1,At Risk Customer
454808,81,1,9402,3,1,4,314,4,Regular Customer
454812,125,1,9044,1,1,4,114,1,At Risk Customer
454907,88,1,822,2,1,1,211,4,Regular Customer
455050,26,1,2404,5,1,2,512,0,Recent Customer
455136,50,1,3719,4,1,2,412,4,Regular Customer
455241,5,1,8010,5,1,3,513,0,Recent Customer
455429,82,1,3175,3,1,2,312,4,Regular Customer
455557,60,8,52660,3,2,5,325,4,VIP Customer
455562,100,1,8661,2,1,4,214,1,Regular Customer
455580,120,1,3804,1,1,2,112,1,At Risk Customer
455628,92,1,5520,2,1,3,213,4,Regular Customer
455863,8,1,3069,5,1,2,512,0,Recent Customer
456000,83,1,6516,3,1,3,313,4,Regular Customer
456079,109,1,1848,2,1,1,211,1,At Risk Customer
456252,27,1,12404,5,1,4,514,0,Recent Customer
456502,66,1,3360,3,1,2,312,4,Regular Customer
456617,102,3,12880,2,2,4,224,1,Loyal Customer
456741,73,2,20853,3,1,5,315,4,High Value Customer
456829,72,1,7136,3,1,3,313,4,Regular Customer
457028,29,2,6599,5,1,3,513,0,Recent Customer
457097,77,1,9668,3,1,4,314,4,Regular Customer
457246,35,1,15512,4,1,5,415,0,Recent Customer
457524,46,1,8364,4,1,4,414,0,Regular Customer
457547,70,11,79079,3,2,5,325,4,VIP Customer
457831,127,1,14592,1,1,5,115,1,At Risk Customer
457978,17,5,21733,5,2,5,525,0,VIP Customer
458059,136,1,12057,1,1,4,114,1,At Risk Customer
458069,44,1,2094,4,1,1,411,0,Regular Customer
458095,89,1,1234,2,1,1,211,4,Regular Customer
458108,87,1,880,2,1,1,211,4,Regular Customer
458267,84,1,7107,3,1,3,313,4,Regular Customer
458337,129,2,19665,1,1,5,115,1,High Value Customer
458400,13,1,12272,5,1,4,514,0,Recent Customer
458738,61,1,1628,3,1,1,311,4,Regular Customer
458788,53,3,20457,4,2,5,425,4,Loyal Customer
458856,114,1,7392,1,1,3,113,1,At Risk Customer
458889,93,1,14992,2,1,5,215,1,Regular Customer
458981,128,2,11534,1,1,4,114,1,At Risk Customer
459290,12,2,7664,5,1,3,513,0,Recent Customer
459332,79,1,320,3,1,1,311,4,Regular Customer
459752,94,1,6110,2,1,3,213,1,Regular Customer
459834,100,1,8062,2,1,3,213,1,Regular Customer
459986,88,1,16620,2,1,5,215,4,Regular Customer
460170,43,1,4209,4,1,2,412,0,Regular Customer
460227,4,1,4612,5,1,2,512,0,Recent Customer
460240,36,2,6934,4,1,3,413,0,Recent Customer
460412,137,1,4644,1,1,2,112,1,At Risk Customer
460425,13,1,17468,5,1,5,515,0,Recent Customer
460599,100,2,5502,2,1,3,213,1,Regular Customer
460601,97,4,23767,2,2,5,225,1,VIP Customer
460668,59,1,2304,3,1,2,312,4,Regular Customer
460720,15,1,9288,5,1,4,514,0,Recent Customer
460900,21,1,9938,5,1,4,514,0,Recent Customer
460926,68,1,8626,3,1,4,314,4,Regular Customer
461088,88,1,16972,2,1,5,215,4,Regular Customer
461094,136,1,8228,1,1,3,113,1,At Risk Customer
461414,82,1,3513,3,1,2,312,4,Regular Customer
461468,47,1,5708,4,1,3,413,4,Regular Customer
461700,77,1,1978,3,1,1,311,4,Regular Customer
461703,138,2,2705,1,1,2,112,1,At Risk Customer
461960,122,2,7695,1,1,3,113,1,At Risk Customer
462027,106,1,8482,2,1,4,214,1,At Risk Customer
462756,92,1,14104,2,1,5,215,4,Regular Customer
463060,82,1,19108,3,1,5,315,4,High Value Customer
463111,4,1,2640,5,1,2,512,0,Recent Customer
463202,77,1,770,3,1,1,311,4,Regular Customer
463223,16,2,6278,5,1,3,513,0,Recent Customer
463354,37,1,7644,4,1,3,413,0,Recent Customer
463366,43,1,5722,4,1,3,413,0,Regular Customer
463408,73,1,9156,3,1,4,314,4,Regular Customer
463466,12,1,284,5,1,1,511,0,Recent Customer
463688,9,1,4770,5,1,3,513,0,Recent Customer
463740,26,1,9944,5,1,4,514,0,Recent Customer
463917,127,1,12630,1,1,4,114,1,At Risk Customer
464138,109,1,17884,2,1,5,215,1,At Risk Customer
464250,70,1,4768,3,1,3,313,4,Regular Customer
464410,34,10,38978,4,2,5,425,0,VIP Customer
464435,75,3,5288,3,2,3,323,4,Loyal Customer
465427,37,1,6140,4,1,3,413,0,Recent Customer
465431,71,2,11888,3,1,4,314,4,Regular Customer
465507,98,1,17128,2,1,5,215,1,Regular Customer
465669,16,1,2678,5,1,2,512,0,Recent Customer
465862,31,2,19303,4,1,5,415,0,High Value Customer
465949,63,1,2691,3,1,2,312,4,Regular Customer
465974,21,1,8510,5,1,4,514,0,Recent Customer
465999,111,1,9508,2,1,4,214,1,At Risk Customer
466004,23,1,1351,5,1,1,511,0,Recent Customer
466227,53,1,13197,4,1,4,414,4,Regular Customer
466290,135,1,14856,1,1,5,115,1,At Risk Customer
466364,25,1,4934,5,1,3,513,0,Recent Customer
466583,8,1,309,5,1,1,511,0,Recent Customer
466691,22,2,16062,5,1,5,515,0,Recent Customer
466805,55,1,2718,4,1,2,412,4,Regular Customer
466834,15,1,1290,5,1,1,511,0,Recent Customer
466869,73,1,2295,3,1,2,312,4,Regular Customer
466944,2,1,14796,5,1,5,515,0,Recent Customer
467086,136,1,9429,1,1,4,114,1,At Risk Customer
467433,87,1,2211,2,1,1,211,4,Regular Customer
467595,61,1,3604,3,1,2,312,4,Regular Customer
467775,11,1,12200,5,1,4,514,0,Recent Customer
467899,77,4,49351,3,2,5,325,4,VIP Customer
468035,67,1,14952,3,1,5,315,4,Regular Customer
468096,3,1,1695,5,1,1,511,0,Recent Customer
468154,107,1,380,2,1,1,211,1,At Risk Customer
468301,25,1,8886,5,1,4,514,0,Recent Customer
468318,59,2,10928,3,1,4,314,4,Regular Customer
468466,114,8,55490,1,2,5,125,1,VIP Customer
468499,33,1,3910,4,1,2,412,0,Recent Customer
468595,79,1,13164,3,1,4,314,4,Regular Customer
468853,136,1,452,1,1,1,111,1,At Risk Customer
468986,121,1,4972,1,1,3,113,1,At Risk Customer
469022,3,13,68201,5,2,5,525,0,VIP Customer
469048,115,2,15158,1,1,5,115,1,At Risk Customer
469105,107,1,6834,2,1,3,213,1,At Risk Customer
469410,114,3,20844,1,2,5,125,1,Loyal Customer
469559,64,1,10695,3,1,4,314,4,Regular Customer
469785,79,1,3532,3,1,2,312,4,Regular Customer
469791,123,1,4370,1,1,2,112,1,At Risk Customer
470165,108,1,2869,2,1,2,212,1,At Risk Customer
470176,47,1,9868,4,1,4,414,4,Regular Customer
470316,74,1,14856,3,1,5,315,4,Regular Customer
470377,128,1,14532,1,1,5,115,1,At Risk Customer
470444,31,1,11084,4,1,4,414,0,Recent Customer
470487,18,1,1504,5,1,1,511,0,Recent Customer
470579,52,1,12568,4,1,4,414,4,Regular Customer
470745,125,1,2584,1,1,2,112,1,At Risk Customer
470859,134,1,7070,1,1,3,113,1,At Risk Customer
470891,128,1,14808,1,1,5,115,1,At Risk Customer
470959,16,3,29091,5,2,5,525,0,Loyal Customer
471176,61,1,771,3,1,1,311,4,Regular Customer
471210,74,1,4053,3,1,2,312,4,Regular Customer
471338,67,1,12260,3,1,4,314,4,Regular Customer
471437,49,1,5949,4,1,3,413,4,Regular Customer
471485,83,1,2486,3,1,2,312,4,Regular Customer
471670,63,1,2418,3,1,2,312,4,Regular Customer
471929,129,2,14731,1,1,5,115,1,At Risk Customer
471950,35,1,14612,4,1,5,415,0,Recent Customer
472290,30,5,37779,5,2,5,525,0,VIP Customer
472487,103,2,15056,2,1,5,215,1,Regular Customer
472614,127,1,442,1,1,1,111,1,At Risk Customer
473021,116,1,6210,1,1,3,113,1,At Risk Customer
473074,28,1,18396,5,1,5,515,0,Recent Customer
473078,17,1,4161,5,1,2,512,0,Recent Customer
473357,50,1,5910,4,1,3,413,4,Regular Customer
473366,129,1,4754,1,1,3,113,1,At Risk Customer
474257,88,1,19500,2,1,5,215,4,High Value Customer
474313,69,1,3987,3,1,2,312,4,Regular Customer
474497,31,1,458,4,1,1,411,0,Recent Customer
474650,110,1,1512,2,1,1,211,1,At Risk Customer
474912,74,1,4476,3,1,2,312,4,Regular Customer
474956,32,1,2436,4,1,2,412,0,Recent Customer
474972,133,1,9002,1,1,4,114,1,At Risk Customer
475172,7,13,110642,5,2,5,525,0,VIP Customer
475204,80,2,8309,3,1,4,314,4,Regular Customer
475268,119,1,6214,1,1,3,113,1,At Risk Customer
475303,133,1,3055,1,1,2,112,1,At Risk Customer
475447,123,1,8265,1,1,3,113,1,At Risk Customer
475479,58,14,89013,4,2,5,425,4,VIP Customer
475717,9,1,1332,5,1,1,511,0,Recent Customer
475994,111,1,17056,2,1,5,215,1,At Risk Customer
476125,51,1,5391,4,1,3,413,4,Regular Customer
476132,79,1,5614,3,1,3,313,4,Regular Customer
476165,134,1,5073,1,1,3,113,1,At Risk Customer
476207,128,1,6009,1,1,3,113,1,At Risk Customer
476273,57,1,7204,4,1,3,413,4,Regular Customer
476523,72,3,17262,3,2,5,325,4,Loyal Customer
476773,113,1,11982,1,1,4,114,1,At Risk Customer
476780,61,1,3395,3,1,2,312,4,Regular Customer
476870,103,1,4782,2,1,3,213,1,Regular Customer
477155,113,1,3906,1,1,2,112,1,At Risk Customer
477390,106,1,624,2,1,1,211,1,At Risk Customer
477505,118,1,2301,1,1,2,112,1,At Risk Customer
477566,52,2,16780,4,1,5,415,4,Regular Customer
477743,31,1,5020,4,1,3,413,0,Recent Customer
477826,53,27,130042,4,2,5,425,4,VIP Customer
477941,118,1,2026,1,1,1,111,1,At Risk Customer
478054,114,14,64984,1,2,5,125,1,VIP Customer
478518,87,2,12282,2,1,4,214,4,Regular Customer
478763,107,1,1302,2,1,1,211,1,At Risk Customer
478902,8,1,10700,5,1,4,514,0,Recent Customer
478995,60,1,7164,3,1,3,313,4,Regular Customer
479005,46,1,11328,4,1,4,414,0,Regular Customer
479127,25,1,3644,5,1,2,512,0,Recent Customer
479324,108,1,3054,2,1,2,212,1,At Risk Customer
479343,134,1,4945,1,1,3,113,1,At Risk Customer
479891,92,1,11391,2,1,4,214,4,Regular Customer
480000,81,1,13728,3,1,5,315,4,Regular Customer
480011,15,1,3948,5,1,2,512,0,Recent Customer
