customer_id,recency,frequency,monetary,R,F,M,RFM_SCORE
305493,125,2,20278,1,1,5,115
305506,102,1,4538,2,1,2,212
305782,68,1,5176,3,1,3,313
305819,8,1,1882,5,1,1,511
306049,109,1,3770,2,1,2,212
306294,35,1,760,4,1,1,411
306462,88,1,6052,2,1,3,213
306586,67,1,556,3,1,1,311
306731,56,1,18640,4,1,5,415
306738,74,1,617,3,1,1,311
306821,134,1,2816,1,1,2,112
306887,53,1,13866,4,1,5,415
307169,26,1,4870,5,1,3,513
307264,109,1,8380,2,1,4,214
307276,138,1,18980,1,1,5,115
307488,85,1,1284,2,1,1,211
307607,106,2,4327,2,1,2,212
307781,25,1,4087,5,1,2,512
307797,57,1,12195,4,1,4,414
307943,92,1,1234,2,1,1,211
308096,128,1,337,1,1,1,111
308204,121,1,6382,1,1,3,113
308270,109,1,18396,2,1,5,215
308342,113,1,6096,1,1,3,113
308392,48,1,3417,4,1,2,412
308421,46,3,6489,4,2,3,423
308437,108,1,1756,2,1,1,211
308506,70,1,1492,3,1,1,311
308563,78,1,13614,3,1,4,314
308565,95,1,10340,2,1,4,214
308623,129,1,3114,1,1,2,112
308817,120,1,6046,1,1,3,113
308859,73,1,1428,3,1,1,311
309192,30,1,7076,5,1,3,513
309265,23,1,544,5,1,1,511
309435,126,1,7524,1,1,3,113
309647,109,1,4277,2,1,2,212
309763,69,3,22434,3,2,5,325
309843,58,1,346,4,1,1,411
309864,2,1,1270,5,1,1,511
309939,136,1,7150,1,1,3,113
310032,11,2,10340,5,1,4,514
310277,116,1,1104,1,1,1,111
310326,22,1,14217,5,1,5,515
310353,131,1,9618,1,1,4,114
310425,88,1,574,2,1,1,211
310432,24,1,4972,5,1,3,513
310500,106,1,3094,2,1,2,212
310685,106,2,16779,2,1,5,215
310748,25,1,3508,5,1,2,512
310789,32,1,2752,4,1,2,412
310867,67,1,2015,3,1,1,311
310883,75,1,12340,3,1,4,314
311205,95,2,21145,2,1,5,215
311402,107,1,2546,2,1,2,212
311522,16,1,7820,5,1,3,513
311640,32,1,5444,4,1,3,413
311886,88,1,19040,2,1,5,215
312000,19,1,3098,5,1,2,512
312036,72,1,1566,3,1,1,311
312082,97,1,9834,2,1,4,214
312100,93,1,787,2,1,1,211
312164,50,1,8516,4,1,4,414
312233,43,1,9537,4,1,4,414
312459,61,2,16246,3,1,5,315
312582,66,4,26012,3,2,5,325
312587,26,1,3861,5,1,2,512
312771,78,1,2467,3,1,2,312
312976,49,1,7152,4,1,3,413
313075,13,1,7820,5,1,3,513
313138,122,1,3342,1,1,2,112
313179,86,1,922,2,1,1,211
313267,88,1,7464,2,1,3,213
313346,23,1,10020,5,1,4,514
313350,52,1,580,4,1,1,411
313563,86,1,3557,2,1,2,212
314377,88,1,14568,2,1,5,215
314388,52,1,7965,4,1,3,413
314475,58,2,7784,4,1,3,413
314555,88,1,19888,2,1,5,215
314683,64,1,6792,3,1,3,313
314747,103,1,5112,2,1,3,213
314809,85,2,4020,2,1,2,212
315018,94,1,7878,2,1,3,213
315028,124,1,1551,1,1,1,111
315252,94,1,7296,2,1,3,213
315490,65,1,2751,3,1,2,312
315721,65,1,952,3,1,1,311
315753,101,1,12609,2,1,4,214
315951,123,1,1611,1,1,1,111
316041,4,1,10812,5,1,4,514
316151,46,1,9674,4,1,4,414
316213,107,3,14610,2,2,5,225
316216,86,1,4146,2,1,2,212
316850,13,20,117133,5,2,5,525
316968,80,2,8226,3,1,3,313
317190,23,1,11008,5,1,4,514
317198,83,1,8010,3,1,3,313
317233,65,2,22636,3,1,5,315
317553,121,1,4692,1,1,3,113
317601,81,1,18556,3,1,5,315
317833,24,2,10557,5,1,4,514
317906,55,3,23221,4,2,5,425
318197,71,1,3120,3,1,2,312
318471,76,1,1090,3,1,1,311
318506,135,1,14276,1,1,5,115
318843,128,2,22555,1,1,5,115
319380,92,2,9850,2,1,4,214
319457,79,1,17480,3,1,5,315
319468,132,1,9484,1,1,4,114
319482,107,3,20905,2,2,5,225
319880,109,1,927,2,1,1,211
320097,111,1,9338,2,1,4,214
320142,46,2,3628,4,1,2,412
320192,52,1,4029,4,1,2,412
320195,17,1,4203,5,1,2,512
320205,65,1,956,3,1,1,311
320272,31,2,1132,4,1,1,411
320434,112,2,19238,1,1,5,115
320547,86,2,6516,2,1,3,213
320626,10,2,18468,5,1,5,515
320871,51,1,6676,4,1,3,413
320928,6,1,19544,5,1,5,515
320993,73,1,5256,3,1,3,313
321061,88,4,13078,2,2,4,224
321109,130,1,3311,1,1,2,112
321381,103,2,9413,2,1,4,214
321418,88,1,13616,2,1,4,214
321452,107,1,6372,2,1,3,213
321555,51,1,519,4,1,1,411
321571,74,1,6776,3,1,3,313
321577,29,2,4388,5,1,2,512
321588,66,1,7503,3,1,3,313
321756,137,1,10914,1,1,4,114
321766,52,1,12168,4,1,4,414
321851,58,1,9422,4,1,4,414
322055,95,1,2115,2,1,1,211
322310,45,1,9280,4,1,4,414
322355,48,1,3870,4,1,2,412
322407,109,2,26467,2,1,5,215
322411,23,1,118,5,1,1,511
322645,96,1,7480,2,1,3,213
322733,5,1,6423,5,1,3,513
322871,54,2,25444,4,1,5,415
323143,124,1,11548,1,1,4,114
323221,135,1,7384,1,1,3,113
323507,84,3,29872,3,2,5,325
323687,22,3,8700,5,2,4,524
323691,50,1,13980,4,1,5,415
323896,42,1,11853,4,1,4,414
323945,30,1,12200,5,1,4,514
324330,113,1,4684,1,1,3,113
324620,48,1,4887,4,1,3,413
324681,23,1,948,5,1,1,511
325061,92,1,4960,2,1,3,213
325157,7,1,9900,5,1,4,514
325188,54,1,2928,4,1,2,412
325190,11,1,1296,5,1,1,511
325393,126,1,17684,1,1,5,115
325589,66,1,5595,3,1,3,313
325641,45,1,5628,4,1,3,413
325687,98,2,9219,2,1,4,214
325833,34,4,27509,4,2,5,425
326049,24,2,18151,5,1,5,515
326233,45,1,1343,4,1,1,411
326274,111,1,3184,2,1,2,212
326304,33,1,10767,4,1,4,414
326595,32,1,5920,4,1,3,413
326689,32,1,223,4,1,1,411
327031,27,3,9158,5,2,4,524
327094,116,1,8944,1,1,4,114
327098,87,1,1048,2,1,1,211
327302,51,1,12744,4,1,4,414
327372,75,1,19300,3,1,5,315
327414,88,3,8192,2,2,3,223
327437,115,2,19766,1,1,5,115
327493,136,1,927,1,1,1,111
327548,110,1,18400,2,1,5,215
327581,122,1,14936,1,1,5,115
327687,16,2,1256,5,1,1,511
327734,73,1,2090,3,1,1,311
327932,29,1,700,5,1,1,511
328055,41,6,40881,4,2,5,425
328126,108,1,4448,2,1,2,212
328219,136,2,3240,1,1,2,112
328309,121,1,14040,1,1,5,115
328322,8,2,4677,5,1,3,513
328364,83,1,886,3,1,1,311
328466,136,1,1304,1,1,1,111
328736,112,2,11119,1,1,4,114
328795,93,1,8084,2,1,3,213
328911,84,1,4441,3,1,2,312
329044,52,1,9616,4,1,4,414
329154,45,1,5502,4,1,3,413
329190,82,2,11138,3,1,4,314
329317,72,4,19602,3,2,5,325
329397,100,1,3456,2,1,2,212
329490,19,1,2712,5,1,2,512
329879,119,1,2794,1,1,2,112
329963,46,1,8754,4,1,4,414
330035,70,1,3612,3,1,2,312
330222,16,1,4426,5,1,2,512
330412,86,2,5384,2,1,3,213
330418,121,1,3994,1,1,2,112
330461,69,1,1172,3,1,1,311
330462,128,1,2596,1,1,2,112
330565,30,1,11736,5,1,4,514
330628,23,1,2080,5,1,1,511
330672,94,2,5324,2,1,3,213
330675,119,1,385,1,1,1,111
330865,79,9,30120,3,2,5,325
330959,127,1,4282,1,1,2,112
331000,59,1,8772,3,1,4,314
331162,28,1,1227,5,1,1,511
331270,5,2,21410,5,1,5,515
331366,56,4,20152,4,2,5,425
331610,82,1,436,3,1,1,311
331639,116,1,12576,1,1,4,114
331673,125,2,24354,1,1,5,115
331713,126,1,315,1,1,1,111
331807,49,1,7779,4,1,3,413
331815,137,1,4557,1,1,2,112
331925,31,11,53289,4,2,5,425
331980,81,1,11022,3,1,4,314
332225,57,1,3768,4,1,2,412
332232,18,1,12630,5,1,4,514
332997,104,1,3926,2,1,2,212
333147,71,1,9108,3,1,4,314
333296,93,4,20875,2,2,5,225
333607,9,1,12810,5,1,4,514
333746,108,1,2040,2,1,1,211
334079,74,1,11988,3,1,4,314
334292,31,1,3808,4,1,2,412
334469,6,2,14998,5,1,5,515
334471,63,3,17395,3,2,5,325
334518,67,1,1830,3,1,1,311
334686,42,3,12276,4,2,4,424
334690,70,3,4850,3,2,3,323
334748,78,1,18232,3,1,5,315
334971,32,1,2506,4,1,2,412
335184,84,1,6288,3,1,3,313
335188,85,1,8946,2,1,4,214
335297,105,1,2910,2,1,2,212
335628,77,1,5248,3,1,3,313
335768,83,1,7348,3,1,3,313
336088,88,1,7342,2,1,3,213
336149,43,2,22300,4,1,5,415
336290,99,2,11561,2,1,4,214
336360,79,1,5010,3,1,3,313
336577,53,1,328,4,1,1,411
336596,39,1,7434,4,1,3,413
336757,58,1,8744,4,1,4,414
336940,71,1,1302,3,1,1,311
337282,106,1,18204,2,1,5,215
337316,30,1,19888,5,1,5,515
337338,30,1,7404,5,1,3,513
337411,99,1,1858,2,1,1,211
337718,92,1,5679,2,1,3,213
337843,93,2,16470,2,1,5,215
338364,26,1,5384,5,1,3,513
338429,95,1,374,2,1,1,211
338801,107,1,2822,2,1,2,212
338911,30,1,11204,5,1,4,514
339526,23,7,65048,5,2,5,525
339765,117,1,11715,1,1,4,114
339811,85,1,4532,2,1,2,212
339944,74,1,2584,3,1,2,312
340001,129,2,2530,1,1,2,112
340007,51,1,2418,4,1,2,412
340182,102,2,18960,2,1,5,215
340196,8,1,2259,5,1,1,511
340689,72,1,14412,3,1,5,315
340753,79,1,9807,3,1,4,314
340941,88,1,7218,2,1,3,213
341098,101,1,8517,2,1,4,214
341179,44,1,5476,4,1,3,413
341188,75,1,13400,3,1,4,314
341195,116,1,15620,1,1,5,115
341353,32,1,10767,4,1,4,414
341418,54,1,6624,4,1,3,413
341443,14,3,6915,5,2,3,523
341476,127,1,1527,1,1,1,111
341714,29,1,2488,5,1,2,512
341900,58,2,7836,4,1,3,413
342236,128,1,2667,1,1,2,112
342244,40,1,11,4,1,1,411
342306,107,2,15686,2,1,5,215
342381,84,1,16700,3,1,5,315
342540,53,1,11452,4,1,4,414
342640,7,1,3742,5,1,2,512
342707,129,2,8396,1,1,4,114
343016,24,1,8662,5,1,4,514
343137,99,2,9862,2,1,4,214
343221,9,1,12348,5,1,4,514
343270,101,1,884,2,1,1,211
343274,95,1,6652,2,1,3,213
343283,15,1,7356,5,1,3,513
343404,100,1,251,2,1,1,211
343412,84,1,2204,3,1,1,311
343559,123,4,1528,1,2,1,121
343659,76,1,10236,3,1,4,314
343835,129,1,15180,1,1,5,115
343950,85,1,1666,2,1,1,211
344013,50,1,10797,4,1,4,414
344271,81,1,6219,3,1,3,313
344293,44,2,26238,4,1,5,415
344688,81,1,17588,3,1,5,315
344727,77,2,12805,3,1,4,314
344959,114,1,1814,1,1,1,111
345160,62,2,19566,3,1,5,315
345244,60,2,10068,3,1,4,314
345276,93,9,31350,2,2,5,225
345425,25,1,6642,5,1,3,513
345558,68,1,5138,3,1,3,313
345560,38,1,54,4,1,1,411
345673,66,1,7990,3,1,3,313
345781,138,1,6471,1,1,3,113
345850,87,1,13876,2,1,5,215
345939,32,1,14928,4,1,5,415
346127,39,3,12356,4,2,4,424
346132,81,1,228,3,1,1,311
346166,136,1,6500,1,1,3,113
346276,114,1,11464,1,1,4,114
346288,92,1,4098,2,1,2,212
346346,122,1,3752,1,1,2,112
346366,42,1,1383,4,1,1,411
346435,44,1,4111,4,1,2,412
346453,46,1,3350,4,1,2,412
346597,79,9,66589,3,2,5,325
346615,136,1,456,1,1,1,111
346657,5,1,932,5,1,1,511
346760,75,1,753,3,1,1,311
346832,2,1,5560,5,1,3,513
346862,45,2,7910,4,1,3,413
346907,126,1,12572,1,1,4,114
346981,73,1,520,3,1,1,311
347176,11,1,710,5,1,1,511
347354,127,1,14924,1,1,5,115
347454,74,1,978,3,1,1,311
347598,79,6,17665,3,2,5,325
347610,2,5,23033,5,2,5,525
347686,15,2,11196,5,1,4,514
347697,64,1,5744,3,1,3,313
347756,84,2,6411,3,1,3,313
347814,95,1,4910,2,1,3,213
347819,134,1,3017,1,1,2,112
347937,89,1,4848,2,1,3,213
347953,4,1,794,5,1,1,511
347996,88,1,2856,2,1,2,212
348025,31,1,2008,4,1,1,411
348159,38,1,1133,4,1,1,411
348256,87,1,672,2,1,1,211
348399,25,2,4092,5,1,2,512
348484,120,1,5552,1,1,3,113
348579,52,1,2828,4,1,2,412
348755,100,1,1105,2,1,1,211
348983,17,1,7236,5,1,3,513
348985,52,1,2304,4,1,2,412
349186,85,1,12687,2,1,4,214
349352,84,1,9267,3,1,4,314
349390,9,1,48,5,1,1,511
349686,57,1,9636,4,1,4,414
349713,7,2,4431,5,1,2,512
349879,132,1,10988,1,1,4,114
350026,73,1,11370,3,1,4,314
350045,19,1,11200,5,1,4,514
350176,99,1,11016,2,1,4,214
350453,52,1,5064,4,1,3,413
350566,104,112,772952,2,2,5,225
350678,44,1,5010,4,1,3,413
350733,10,1,2788,5,1,2,512
350839,80,1,10527,3,1,4,314
351199,51,2,14358,4,1,5,415
351211,54,2,4027,4,1,2,412
351630,67,1,1016,3,1,1,311
351661,38,1,2467,4,1,2,412
351730,49,1,10983,4,1,4,414
351979,77,1,1000,3,1,1,311
352193,104,1,4995,2,1,3,213
353070,31,1,7916,4,1,3,413
353096,111,1,14052,2,1,5,215
353143,111,1,11148,2,1,4,214
353262,78,1,5272,3,1,3,313
353389,134,1,13503,1,1,4,114
353643,30,1,10497,5,1,4,514
353891,68,1,2249,3,1,1,311
353930,80,1,13724,3,1,5,315
354324,106,1,5868,2,1,3,213
354368,63,1,1269,3,1,1,311
354436,29,1,580,5,1,1,511
354447,85,2,15303,2,1,5,215
354554,96,3,19230,2,2,5,225
354579,71,2,14838,3,1,5,315
354660,21,2,24185,5,1,5,515
354704,26,1,1812,5,1,1,511
354751,94,1,11250,2,1,4,214
354752,10,1,3383,5,1,2,512
354764,60,1,11067,3,1,4,314
354766,80,3,23762,3,2,5,325
355053,46,1,9948,4,1,4,414
355056,67,1,570,3,1,1,311
355146,130,3,27455,1,2,5,125
355297,0,1,3839,5,1,2,512
355334,87,1,1566,2,1,1,211
355392,30,1,7196,5,1,3,513
355706,125,1,3259,1,1,2,112
355834,8,5,28926,5,2,5,525
355934,44,1,1454,4,1,1,411
356231,25,1,1765,5,1,1,511
356300,22,1,8670,5,1,4,514
356329,11,1,1666,5,1,1,511
356340,70,1,6750,3,1,3,313
356571,42,1,13575,4,1,4,414
356818,72,2,21024,3,1,5,315
356890,122,1,4441,1,1,2,112
357181,94,1,7366,2,1,3,213
357339,100,1,3220,2,1,2,212
357597,135,1,9372,1,1,4,114
357740,33,1,15428,4,1,5,415
358407,113,1,8408,1,1,4,114
358516,101,13,44043,2,2,5,225
358631,84,1,10986,3,1,4,314
358674,53,1,4063,4,1,2,412
358806,62,2,15009,3,1,5,315
359044,35,1,69,4,1,1,411
359094,93,1,6624,2,1,3,213
359145,88,1,2048,2,1,1,211
359146,14,1,3946,5,1,2,512
359293,16,1,200,5,1,1,511
359448,42,1,3699,4,1,2,412
359647,67,1,14271,3,1,5,315
359681,115,1,7834,1,1,3,113
359742,91,1,2116,2,1,1,211
359890,42,1,6636,4,1,3,413
359914,29,1,5022,5,1,3,513
359960,36,1,9212,4,1,4,414
360237,133,1,4185,1,1,2,112
360394,67,1,565,3,1,1,311
360552,39,2,10324,4,1,4,414
360742,79,1,4653,3,1,3,313
360945,84,1,8768,3,1,4,314
361041,30,1,14748,5,1,5,515
361066,41,1,2690,4,1,2,412
361291,17,2,9916,5,1,4,514
361302,109,1,18052,2,1,5,215
361339,16,1,4001,5,1,2,512
361387,108,2,19735,2,1,5,215
361527,123,1,2882,1,1,2,112
361876,124,2,7331,1,1,3,113
361960,87,1,3120,2,1,2,212
362141,136,1,184,1,1,1,111
362910,121,1,14283,1,1,5,115
363277,11,2,13372,5,1,4,514
363402,32,1,7698,4,1,3,413
363577,24,1,4837,5,1,3,513
363924,58,1,1668,4,1,1,411
364073,47,1,2792,4,1,2,412
364212,134,1,1840,1,1,1,111
364536,94,1,8130,2,1,3,213
364726,135,1,2711,1,1,2,112
364892,53,1,19108,4,1,5,415
365060,54,1,16428,4,1,5,415
365135,105,1,1740,2,1,1,211
365136,79,1,3062,3,1,2,312
365194,52,1,1038,4,1,1,411
365315,137,2,8749,1,1,4,114
365347,66,1,2938,3,1,2,312
365832,50,1,4228,4,1,2,412
365845,83,1,3223,3,1,2,312
365905,31,1,9088,4,1,4,414
365962,9,3,18007,5,2,5,525
366202,109,1,8136,2,1,3,213
366204,105,1,4050,2,1,2,212
366331,66,1,9456,3,1,4,314
366364,86,1,1264,2,1,1,211
366382,10,2,14904,5,1,5,515
366436,105,1,538,2,1,1,211
366464,60,1,8751,3,1,4,314
366509,46,1,7602,4,1,3,413
366614,121,1,9640,1,1,4,114
366681,134,2,10788,1,1,4,114
366706,80,1,258,3,1,1,311
366742,54,1,6674,4,1,3,413
366799,85,2,24118,2,1,5,215
366911,92,1,2004,2,1,1,211
367079,79,1,5097,3,1,3,313
367087,93,1,4076,2,1,2,212
367291,135,1,2493,1,1,2,112
367301,116,1,141,1,1,1,111
367329,100,1,14068,2,1,5,215
367376,109,1,899,2,1,1,211
367485,15,1,201,5,1,1,511
367586,36,1,4392,4,1,2,412
367862,72,1,9872,3,1,4,314
367987,134,1,4554,1,1,2,112
368033,73,1,6120,3,1,3,313
368241,53,1,6952,4,1,3,413
368444,6,1,9660,5,1,4,514
368499,11,1,13257,5,1,4,514
368611,117,1,15620,1,1,5,115
368787,113,1,1182,1,1,1,111
368807,119,1,309,1,1,1,111
368819,89,1,2172,2,1,1,211
369102,71,1,17404,3,1,5,315
369168,66,2,17122,3,1,5,315
369254,22,1,6042,5,1,3,513
369374,24,1,14577,5,1,5,515
369432,59,1,12260,3,1,4,314
369433,5,1,6831,5,1,3,513
369533,66,1,4358,3,1,2,312
369557,135,1,7292,1,1,3,113
369973,31,1,8060,4,1,3,413
370007,100,1,1844,2,1,1,211
370053,81,1,8062,3,1,3,313
370154,78,1,1397,3,1,1,311
370237,125,2,24204,1,1,5,115
370331,93,1,13533,2,1,4,214
370541,135,1,5566,1,1,3,113
370552,9,1,4863,5,1,3,513
370681,49,2,23392,4,1,5,415
370723,104,2,5120,2,1,3,213
370759,101,1,9640,2,1,4,214
370800,123,1,4002,1,1,2,112
370863,125,1,1714,1,1,1,111
370928,57,1,10640,4,1,4,414
371540,58,1,4464,4,1,2,412
371604,92,48,279855,2,2,5,225
371606,61,94,586488,3,2,5,325
371654,74,1,6980,3,1,3,313
371700,58,2,22290,4,1,5,415
371711,48,1,10215,4,1,4,414
371733,98,1,5190,2,1,3,213
371760,88,1,4644,2,1,2,212
371941,108,1,3304,2,1,2,212
372048,69,1,131,3,1,1,311
372352,8,1,7683,5,1,3,513
372354,19,1,13533,5,1,4,514
372447,11,1,2491,5,1,2,512
372549,93,1,12112,2,1,4,214
372609,78,1,5658,3,1,3,313
372661,103,1,12729,2,1,4,214
372687,115,1,3186,1,1,2,112
372748,136,2,5111,1,1,3,113
373098,19,1,3704,5,1,2,512
373182,88,1,11850,2,1,4,214
373194,67,1,4578,3,1,2,312
373274,94,2,2174,2,1,1,211
373601,74,1,19056,3,1,5,315
373850,85,1,5694,2,1,3,213
373852,15,3,8768,5,2,4,524
373906,81,1,1953,3,1,1,311
373992,9,1,10052,5,1,4,514
374076,57,1,4730,4,1,3,413
374417,71,1,17988,3,1,5,315
374477,47,1,4976,4,1,3,413
374586,74,1,9206,3,1,4,314
374587,58,1,9818,4,1,4,414
374700,44,1,721,4,1,1,411
374805,15,4,27284,5,2,5,525
374903,114,1,2488,1,1,2,112
374927,80,1,16136,3,1,5,315
374933,94,2,12300,2,1,4,214
375068,25,2,9168,5,1,4,514
375095,54,1,2856,4,1,2,412
375110,102,1,4472,2,1,2,212
375608,51,1,756,4,1,1,411
375703,117,1,14892,1,1,5,115
375760,73,1,12108,3,1,4,314
375772,111,1,10,2,1,1,211
375934,120,2,15148,1,1,5,115
376236,113,1,636,1,1,1,111
376250,14,3,12452,5,2,4,524
376440,61,1,866,3,1,1,311
376507,30,1,8960,5,1,4,514
376557,85,1,4392,2,1,2,212
376591,84,1,2383,3,1,2,312
376721,22,4,19882,5,2,5,525
376837,130,1,5320,1,1,3,113
376897,72,1,5529,3,1,3,313
376905,64,1,19212,3,1,5,315
377073,112,1,591,1,1,1,111
377478,111,1,1685,2,1,1,211
377483,136,1,3638,1,1,2,112
377569,72,1,4680,3,1,3,313
377699,78,1,572,3,1,1,311
377978,10,2,2827,5,1,2,512
377992,136,2,17103,1,1,5,115
378296,127,1,9818,1,1,4,114
378396,103,2,4242,2,1,2,212
379008,138,2,21825,1,1,5,115
379036,54,1,3661,4,1,2,412
379058,96,10,55986,2,2,5,225
379092,109,1,12160,2,1,4,214
379340,21,1,6736,5,1,3,513
379363,21,1,13672,5,1,5,515
379562,79,1,4551,3,1,2,312
379698,60,1,3357,3,1,2,312
379844,88,1,3197,2,1,2,212
379864,107,1,5280,2,1,3,213
379894,119,1,1257,1,1,1,111
379925,41,2,7464,4,1,3,413
379932,136,15,83938,1,2,5,125
380118,132,1,8640,1,1,4,114
380635,37,1,4352,4,1,2,412
381031,29,1,6614,5,1,3,513
381045,41,2,22848,4,1,5,415
381122,16,1,6729,5,1,3,513
381186,109,1,778,2,1,1,211
381222,138,1,19244,1,1,5,115
381263,112,1,1346,1,1,1,111
381345,60,3,3064,3,2,2,322
381439,72,1,2499,3,1,2,312
381504,47,1,12924,4,1,4,414
381564,35,1,7803,4,1,3,413
381825,74,1,11112,3,1,4,314
381872,26,2,2639,5,1,2,512
381944,27,1,4013,5,1,2,512
382286,11,2,24500,5,1,5,515
382299,14,2,3208,5,1,2,512
382460,7,1,126,5,1,1,511
382473,68,1,2366,3,1,2,312
382509,133,1,4844,1,1,3,113
382599,119,2,1517,1,1,1,111
382721,84,1,5860,3,1,3,313
382731,73,1,2816,3,1,2,312
382750,78,1,1832,3,1,1,311
382808,69,1,23,3,1,1,311
382902,39,1,13509,4,1,4,414
382922,11,1,5350,5,1,3,513
383087,20,1,4126,5,1,2,512
383168,90,1,3154,2,1,2,212
383271,52,1,9440,4,1,4,414
383676,78,1,5726,3,1,3,313
383786,7,3,17521,5,2,5,525
384025,8,1,5976,5,1,3,513
384126,77,6,43172,3,2,5,325
384289,15,1,3811,5,1,2,512
384345,38,1,4419,4,1,2,412
384466,30,2,14195,5,1,5,515
384535,117,1,8148,1,1,3,113
384851,18,2,7608,5,1,3,513
385071,81,1,7392,3,1,3,313
385345,119,1,2981,1,1,2,112
385414,82,1,688,3,1,1,311
385715,50,1,4934,4,1,3,413
385779,122,1,3366,1,1,2,112
385857,59,4,14315,3,2,5,325
386187,24,1,4260,5,1,2,512
386503,73,1,3706,3,1,2,312
386656,123,1,2616,1,1,2,112
386745,3,1,3264,5,1,2,512
386777,135,1,13752,1,1,5,115
386796,79,1,12560,3,1,4,314
386842,129,1,9102,1,1,4,114
386976,2,1,9654,5,1,4,514
387037,61,1,14064,3,1,5,315
387144,58,2,4279,4,1,2,412
387388,81,2,3735,3,1,2,312
387466,90,2,8663,2,1,4,214
387516,58,1,4200,4,1,2,412
387521,38,1,8118,4,1,3,413
387538,77,1,3924,3,1,2,312
387601,73,1,323,3,1,1,311
387860,105,1,8301,2,1,3,213
387929,91,1,4252,2,1,2,212
387931,77,1,7084,3,1,3,313
388066,3,1,8690,5,1,4,514
388182,46,2,11127,4,1,4,414
388255,129,1,6501,1,1,3,113
388441,79,1,5226,3,1,3,313
388461,4,2,9798,5,1,4,514
388556,92,1,4503,2,1,2,212
388612,119,3,9408,1,2,4,124
388679,72,1,13533,3,1,4,314
388893,93,1,9668,2,1,4,214
389030,129,1,4972,1,1,3,113
389058,81,2,15658,3,1,5,315
389066,111,1,6410,2,1,3,213
389069,113,1,12820,1,1,4,114
389287,7,1,17716,5,1,5,515
389361,65,1,6444,3,1,3,313
389441,104,1,10311,2,1,4,214
389503,64,1,2662,3,1,2,312
389532,120,52,344618,1,2,5,125
389694,10,2,8780,5,1,4,514
389757,22,1,7995,5,1,3,513
389780,9,2,17306,5,1,5,515
389947,60,1,9264,3,1,4,314
390022,50,2,8092,4,1,3,413
390023,78,3,7975,3,2,3,323
390258,11,1,6693,5,1,3,513
390314,105,1,19976,2,1,5,215
390426,103,1,704,2,1,1,211
390499,8,2,24904,5,1,5,515
390547,11,1,8238,5,1,3,513
390625,8,1,63,5,1,1,511
390743,8,2,4386,5,1,2,512
390770,61,1,731,3,1,1,311
390888,35,1,581,4,1,1,411
390933,11,1,5996,5,1,3,513
391066,124,2,12483,1,1,4,114
391094,10,1,11583,5,1,4,514
391231,128,2,4725,1,1,3,113
391258,14,1,6972,5,1,3,513
391281,37,1,2971,4,1,2,412
391300,7,1,7980,5,1,3,513
391329,128,2,24245,1,1,5,115
391446,136,1,7106,1,1,3,113
391657,123,4,19318,1,2,5,125
391814,72,3,20951,3,2,5,325
391939,136,2,10866,1,1,4,114
391980,133,1,11824,1,1,4,114
392246,29,3,27930,5,2,5,525
392296,35,1,7594,4,1,3,413
392404,28,1,3332,5,1,2,512
392448,35,1,3942,4,1,2,412
392507,39,1,1774,4,1,1,411
392739,28,1,1309,5,1,1,511
392741,24,1,2967,5,1,2,512
392826,81,3,9024,3,2,4,324
392947,98,1,9009,2,1,4,214
393085,27,1,1000,5,1,1,511
393237,119,3,32789,1,2,5,125
393239,87,1,2864,2,1,2,212
393334,71,1,486,3,1,1,311
393480,134,2,1192,1,1,1,111
393598,52,1,7209,4,1,3,413
393634,93,1,1578,2,1,1,211
393733,47,1,13470,4,1,4,414
393947,17,1,10560,5,1,4,514
393972,73,5,18907,3,2,5,325
394054,8,1,2508,5,1,2,512
394294,16,1,2530,5,1,2,512
394366,27,1,579,5,1,1,511
394489,29,1,5424,5,1,3,513
394686,121,1,9198,1,1,4,114
394989,65,3,10638,3,2,4,324
395411,81,1,7458,3,1,3,313
395510,12,1,2116,5,1,1,511
395522,114,2,13740,1,1,5,115
395552,48,4,22277,4,2,5,425
395585,93,1,2277,2,1,1,211
395626,64,1,7550,3,1,3,313
395650,73,1,4700,3,1,3,313
395664,123,1,599,1,1,1,111
395684,64,1,5964,3,1,3,313
395745,131,1,3535,1,1,2,112
395920,56,1,159,4,1,1,411
395979,131,1,6480,1,1,3,113
396040,66,1,9868,3,1,4,314
396151,135,1,630,1,1,1,111
396571,59,7,63697,3,2,5,325
396709,99,1,2424,2,1,2,212
396761,102,3,22761,2,2,5,225
397078,40,1,6831,4,1,3,413
397091,92,1,9165,2,1,4,214
397111,52,1,5324,4,1,3,413
397272,116,1,3117,1,1,2,112
397297,14,1,18768,5,1,5,515
397350,105,1,4830,2,1,3,213
397522,91,1,3149,2,1,2,212
397573,64,1,787,3,1,1,311
397620,77,1,4092,3,1,2,312
397639,73,1,3701,3,1,2,312
397729,116,1,3504,1,1,2,112
397738,90,2,10588,2,1,4,214
398144,2,1,1865,5,1,1,511
398205,58,8,49582,4,2,5,425
398227,60,1,4954,3,1,3,313
398617,58,1,3290,4,1,2,412
398756,125,1,868,1,1,1,111
398779,100,1,14456,2,1,5,215
399094,45,1,8022,4,1,3,413
399290,24,1,1391,5,1,1,511
399822,53,2,4050,4,1,2,412
400159,82,2,12825,3,1,4,314
400271,62,1,4994,3,1,3,313
400596,114,1,10395,1,1,4,114
400676,129,1,408,1,1,1,111
400737,121,1,6224,1,1,3,113
