date,product_id,quantity,sales_amount,year,month,week,day,weekday,quarter,weekend,lag_1,lag_7,lag_30,rolling_7,rolling_30
2015-08-23,133907,0,0,2015,8,34,23,6,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-24,133907,0,0,2015,8,35,24,0,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-25,133907,0,0,2015,8,35,25,1,3,0,0.0,0.0,4.0,0.0,0.4666666666666667
2015-08-26,133907,0,0,2015,8,35,26,2,3,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-08-27,133907,0,0,2015,8,35,27,3,3,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-08-28,133907,0,0,2015,8,35,28,4,3,0,0.0,0.0,4.0,0.0,0.3333333333333333
2015-08-29,133907,0,0,2015,8,35,29,5,3,1,0.0,0.0,3.0,0.0,0.2
2015-08-30,133907,0,0,2015,8,35,30,6,3,1,0.0,0.0,3.0,0.0,0.1
2015-08-31,133907,0,0,2015,8,36,31,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-01,133907,0,0,2015,9,36,1,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-02,133907,0,0,2015,9,36,2,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-03,133907,0,0,2015,9,36,3,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-04,133907,0,0,2015,9,36,4,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-05,133907,0,0,2015,9,36,5,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-06,133907,0,0,2015,9,36,6,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-07,133907,0,0,2015,9,37,7,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-08,133907,0,0,2015,9,37,8,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-09,133907,0,0,2015,9,37,9,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-10,133907,0,0,2015,9,37,10,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-11,133907,0,0,2015,9,37,11,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-12,133907,0,0,2015,9,37,12,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-13,133907,0,0,2015,9,37,13,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-14,133907,0,0,2015,9,38,14,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-15,133907,0,0,2015,9,38,15,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-16,133907,0,0,2015,9,38,16,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-17,133907,0,0,2015,9,38,17,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-18,133907,0,0,2015,9,38,18,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-06-02,134191,0,0,2015,6,23,2,1,2,0,0.0,0.0,0.0,0.0,0.36666666666666664
2015-06-03,134191,0,0,2015,6,23,3,2,2,0,0.0,0.0,0.0,0.0,0.36666666666666664
2015-06-04,134191,0,0,2015,6,23,4,3,2,0,0.0,0.0,0.0,0.0,0.36666666666666664
2015-06-05,134191,2,7566,2015,6,23,5,4,2,0,0.0,0.0,0.0,0.0,0.36666666666666664
2015-06-06,134191,0,0,2015,6,23,6,5,2,1,2.0,0.0,2.0,0.2857142857142857,0.43333333333333335
2015-06-07,134191,0,0,2015,6,23,7,6,2,1,0.0,0.0,0.0,0.2857142857142857,0.36666666666666664
2015-06-08,134191,0,0,2015,6,24,8,0,2,0,0.0,0.0,0.0,0.2857142857142857,0.36666666666666664
2015-06-09,134191,0,0,2015,6,24,9,1,2,0,0.0,0.0,0.0,0.2857142857142857,0.36666666666666664
2015-06-10,134191,0,0,2015,6,24,10,2,2,0,0.0,0.0,0.0,0.2857142857142857,0.36666666666666664
2015-06-11,134191,0,0,2015,6,24,11,3,2,0,0.0,0.0,0.0,0.2857142857142857,0.36666666666666664
2015-06-12,134191,0,0,2015,6,24,12,4,2,0,0.0,2.0,7.0,0.2857142857142857,0.36666666666666664
2015-06-13,134191,0,0,2015,6,24,13,5,2,1,0.0,0.0,0.0,0.0,0.13333333333333333
2015-06-14,134191,0,0,2015,6,24,14,6,2,1,0.0,0.0,0.0,0.0,0.13333333333333333
2015-06-15,134191,0,0,2015,6,25,15,0,2,0,0.0,0.0,0.0,0.0,0.13333333333333333
2015-06-16,134191,0,0,2015,6,25,16,1,2,0,0.0,0.0,0.0,0.0,0.13333333333333333
2015-06-17,134191,0,0,2015,6,25,17,2,2,0,0.0,0.0,2.0,0.0,0.13333333333333333
2015-06-18,134191,0,0,2015,6,25,18,3,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-19,134191,0,0,2015,6,25,19,4,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-20,134191,0,0,2015,6,25,20,5,2,1,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-21,134191,0,0,2015,6,25,21,6,2,1,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-22,134191,0,0,2015,6,26,22,0,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-23,134191,0,0,2015,6,26,23,1,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-24,134191,0,0,2015,6,26,24,2,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-25,134191,0,0,2015,6,26,25,3,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-26,134191,0,0,2015,6,26,26,4,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-27,134191,0,0,2015,6,26,27,5,2,1,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-28,134191,0,0,2015,6,26,28,6,2,1,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-29,134191,0,0,2015,6,27,29,0,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-30,134191,0,0,2015,6,27,30,1,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-07-01,134191,0,0,2015,7,27,1,2,3,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-07-02,134191,0,0,2015,7,27,2,3,3,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-07-03,134191,0,0,2015,7,27,3,4,3,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-07-04,134191,0,0,2015,7,27,4,5,3,1,0.0,0.0,0.0,0.0,0.06666666666666667
2015-07-05,134191,0,0,2015,7,27,5,6,3,1,0.0,0.0,2.0,0.0,0.06666666666666667
2015-07-06,134191,0,0,2015,7,28,6,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-07,134191,0,0,2015,7,28,7,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-08,134191,0,0,2015,7,28,8,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-09,134191,0,0,2015,7,28,9,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-10,134191,0,0,2015,7,28,10,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-11,134191,2,7566,2015,7,28,11,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-12,134191,0,0,2015,7,28,12,6,3,1,2.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-07-13,134191,0,0,2015,7,29,13,0,3,0,0.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-07-14,134191,3,11349,2015,7,29,14,1,3,0,0.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-07-15,134191,0,0,2015,7,29,15,2,3,0,3.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-16,134191,0,0,2015,7,29,16,3,3,0,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-17,134191,0,0,2015,7,29,17,4,3,0,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-18,134191,0,0,2015,7,29,18,5,3,1,0.0,2.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-19,134191,0,0,2015,7,29,19,6,3,1,0.0,0.0,0.0,0.42857142857142855,0.16666666666666666
2015-07-20,134191,0,0,2015,7,30,20,0,3,0,0.0,0.0,0.0,0.42857142857142855,0.16666666666666666
2015-07-21,134191,0,0,2015,7,30,21,1,3,0,0.0,3.0,0.0,0.42857142857142855,0.16666666666666666
2015-07-22,134191,2,7566,2015,7,30,22,2,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-23,134191,0,0,2015,7,30,23,3,3,0,2.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-24,134191,0,0,2015,7,30,24,4,3,0,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-25,134191,0,0,2015,7,30,25,5,3,1,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-26,134191,0,0,2015,7,30,26,6,3,1,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-27,134191,0,0,2015,7,31,27,0,3,0,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-28,134191,0,0,2015,7,31,28,1,3,0,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-29,134191,0,0,2015,7,31,29,2,3,0,0.0,2.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-30,134191,0,0,2015,7,31,30,3,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-07-31,134191,0,0,2015,7,31,31,4,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-01,134191,0,0,2015,8,31,1,5,3,1,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-02,134191,0,0,2015,8,31,2,6,3,1,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-03,134191,0,0,2015,8,32,3,0,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-04,134191,0,0,2015,8,32,4,1,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-05,134191,0,0,2015,8,32,5,2,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-06,134191,0,0,2015,8,32,6,3,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-07,134191,3,11349,2015,8,32,7,4,3,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-08-08,134191,0,0,2015,8,32,8,5,3,1,3.0,0.0,0.0,0.42857142857142855,0.3333333333333333
2015-08-09,134191,0,0,2015,8,32,9,6,3,1,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333
2015-08-10,134191,0,0,2015,8,33,10,0,3,0,0.0,0.0,2.0,0.42857142857142855,0.3333333333333333
2015-08-11,134191,0,0,2015,8,33,11,1,3,0,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-08-12,134191,0,0,2015,8,33,12,2,3,0,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-08-13,134191,0,0,2015,8,33,13,3,3,0,0.0,0.0,3.0,0.42857142857142855,0.26666666666666666
2015-08-14,134191,0,0,2015,8,33,14,4,3,0,0.0,3.0,0.0,0.42857142857142855,0.16666666666666666
2015-08-15,134191,0,0,2015,8,33,15,5,3,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-16,134191,0,0,2015,8,33,16,6,3,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-17,134191,0,0,2015,8,34,17,0,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-18,134191,0,0,2015,8,34,18,1,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-19,134191,0,0,2015,8,34,19,2,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-20,134191,0,0,2015,8,34,20,3,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-08-21,134191,0,0,2015,8,34,21,4,3,0,0.0,0.0,2.0,0.0,0.16666666666666666
2015-08-22,134191,0,0,2015,8,34,22,5,3,1,0.0,0.0,0.0,0.0,0.1
2015-08-23,134191,0,0,2015,8,34,23,6,3,1,0.0,0.0,0.0,0.0,0.1
2015-08-24,134191,0,0,2015,8,35,24,0,3,0,0.0,0.0,0.0,0.0,0.1
2015-08-25,134191,0,0,2015,8,35,25,1,3,0,0.0,0.0,0.0,0.0,0.1
2015-08-26,134191,0,0,2015,8,35,26,2,3,0,0.0,0.0,0.0,0.0,0.1
2015-08-27,134191,0,0,2015,8,35,27,3,3,0,0.0,0.0,0.0,0.0,0.1
2015-08-28,134191,0,0,2015,8,35,28,4,3,0,0.0,0.0,0.0,0.0,0.1
2015-08-29,134191,0,0,2015,8,35,29,5,3,1,0.0,0.0,0.0,0.0,0.1
2015-08-30,134191,0,0,2015,8,35,30,6,3,1,0.0,0.0,0.0,0.0,0.1
2015-08-31,134191,0,0,2015,8,36,31,0,3,0,0.0,0.0,0.0,0.0,0.1
2015-09-01,134191,0,0,2015,9,36,1,1,3,0,0.0,0.0,0.0,0.0,0.1
2015-09-02,134191,0,0,2015,9,36,2,2,3,0,0.0,0.0,0.0,0.0,0.1
2015-09-03,134191,0,0,2015,9,36,3,3,3,0,0.0,0.0,0.0,0.0,0.1
2015-09-04,134191,0,0,2015,9,36,4,4,3,0,0.0,0.0,0.0,0.0,0.1
2015-09-05,134191,0,0,2015,9,36,5,5,3,1,0.0,0.0,0.0,0.0,0.1
2015-09-06,134191,0,0,2015,9,36,6,6,3,1,0.0,0.0,3.0,0.0,0.1
2015-09-07,134191,0,0,2015,9,37,7,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-08,134191,0,0,2015,9,37,8,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-09,134191,0,0,2015,9,37,9,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-10,134191,0,0,2015,9,37,10,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-11,134191,0,0,2015,9,37,11,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-12,134191,0,0,2015,9,37,12,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-13,134191,0,0,2015,9,37,13,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-14,134191,0,0,2015,9,38,14,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-15,134191,0,0,2015,9,38,15,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-16,134191,0,0,2015,9,38,16,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-17,134191,0,0,2015,9,38,17,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-18,134191,0,0,2015,9,38,18,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-06-02,134484,0,0,2015,6,23,2,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-03,134484,0,0,2015,6,23,3,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-04,134484,0,0,2015,6,23,4,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-05,134484,0,0,2015,6,23,5,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-06,134484,0,0,2015,6,23,6,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-07,134484,0,0,2015,6,23,7,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-08,134484,0,0,2015,6,24,8,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-09,134484,0,0,2015,6,24,9,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-10,134484,0,0,2015,6,24,10,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-11,134484,0,0,2015,6,24,11,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-12,134484,0,0,2015,6,24,12,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-13,134484,0,0,2015,6,24,13,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-14,134484,0,0,2015,6,24,14,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-15,134484,0,0,2015,6,25,15,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-16,134484,0,0,2015,6,25,16,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-17,134484,0,0,2015,6,25,17,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-18,134484,0,0,2015,6,25,18,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-19,134484,0,0,2015,6,25,19,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-20,134484,0,0,2015,6,25,20,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-21,134484,0,0,2015,6,25,21,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-22,134484,0,0,2015,6,26,22,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-23,134484,0,0,2015,6,26,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-24,134484,0,0,2015,6,26,24,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-25,134484,0,0,2015,6,26,25,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-26,134484,0,0,2015,6,26,26,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-27,134484,0,0,2015,6,26,27,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-28,134484,0,0,2015,6,26,28,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-29,134484,0,0,2015,6,27,29,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-30,134484,0,0,2015,6,27,30,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-07-01,134484,0,0,2015,7,27,1,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-02,134484,0,0,2015,7,27,2,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-03,134484,0,0,2015,7,27,3,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-04,134484,0,0,2015,7,27,4,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-05,134484,0,0,2015,7,27,5,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-06,134484,0,0,2015,7,28,6,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-07,134484,0,0,2015,7,28,7,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-08,134484,0,0,2015,7,28,8,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-09,134484,0,0,2015,7,28,9,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-10,134484,0,0,2015,7,28,10,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-11,134484,0,0,2015,7,28,11,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-12,134484,0,0,2015,7,28,12,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-13,134484,0,0,2015,7,29,13,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-14,134484,0,0,2015,7,29,14,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-15,134484,0,0,2015,7,29,15,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-16,134484,0,0,2015,7,29,16,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-17,134484,0,0,2015,7,29,17,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-18,134484,0,0,2015,7,29,18,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-19,134484,0,0,2015,7,29,19,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-20,134484,0,0,2015,7,30,20,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-21,134484,0,0,2015,7,30,21,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-22,134484,0,0,2015,7,30,22,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-23,134484,0,0,2015,7,30,23,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-24,134484,0,0,2015,7,30,24,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-25,134484,0,0,2015,7,30,25,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-26,134484,0,0,2015,7,30,26,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-27,134484,0,0,2015,7,31,27,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-28,134484,0,0,2015,7,31,28,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-29,134484,0,0,2015,7,31,29,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-30,134484,0,0,2015,7,31,30,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-31,134484,0,0,2015,7,31,31,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-01,134484,0,0,2015,8,31,1,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-02,134484,0,0,2015,8,31,2,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-03,134484,0,0,2015,8,32,3,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-04,134484,0,0,2015,8,32,4,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-05,134484,0,0,2015,8,32,5,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-06,134484,0,0,2015,8,32,6,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-07,134484,0,0,2015,8,32,7,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-08,134484,0,0,2015,8,32,8,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-09,134484,0,0,2015,8,32,9,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-10,134484,0,0,2015,8,33,10,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-11,134484,0,0,2015,8,33,11,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-12,134484,0,0,2015,8,33,12,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-13,134484,0,0,2015,8,33,13,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-14,134484,0,0,2015,8,33,14,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-15,134484,0,0,2015,8,33,15,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-16,134484,0,0,2015,8,33,16,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-17,134484,0,0,2015,8,34,17,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-18,134484,0,0,2015,8,34,18,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-19,134484,0,0,2015,8,34,19,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-20,134484,0,0,2015,8,34,20,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-21,134484,0,0,2015,8,34,21,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-22,134484,0,0,2015,8,34,22,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-23,134484,0,0,2015,8,34,23,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-24,134484,0,0,2015,8,35,24,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-25,134484,16,61792,2015,8,35,25,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-26,134484,5,19310,2015,8,35,26,2,3,0,16.0,0.0,0.0,2.2857142857142856,0.5333333333333333
2015-08-27,134484,0,0,2015,8,35,27,3,3,0,5.0,0.0,0.0,3.0,0.7
2015-08-28,134484,0,0,2015,8,35,28,4,3,0,0.0,0.0,0.0,3.0,0.7
2015-08-29,134484,0,0,2015,8,35,29,5,3,1,0.0,0.0,0.0,3.0,0.7
2015-08-30,134484,0,0,2015,8,35,30,6,3,1,0.0,0.0,0.0,3.0,0.7
2015-08-31,134484,0,0,2015,8,36,31,0,3,0,0.0,0.0,0.0,3.0,0.7
2015-09-01,134484,0,0,2015,9,36,1,1,3,0,0.0,16.0,0.0,3.0,0.7
2015-09-02,134484,0,0,2015,9,36,2,2,3,0,0.0,5.0,0.0,0.7142857142857143,0.7
2015-09-03,134484,0,0,2015,9,36,3,3,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-04,134484,0,0,2015,9,36,4,4,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-05,134484,0,0,2015,9,36,5,5,3,1,0.0,0.0,0.0,0.0,0.7
2015-09-06,134484,0,0,2015,9,36,6,6,3,1,0.0,0.0,0.0,0.0,0.7
2015-09-07,134484,0,0,2015,9,37,7,0,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-08,134484,0,0,2015,9,37,8,1,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-09,134484,0,0,2015,9,37,9,2,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-10,134484,0,0,2015,9,37,10,3,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-11,134484,0,0,2015,9,37,11,4,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-12,134484,0,0,2015,9,37,12,5,3,1,0.0,0.0,0.0,0.0,0.7
2015-09-13,134484,0,0,2015,9,37,13,6,3,1,0.0,0.0,0.0,0.0,0.7
2015-09-14,134484,0,0,2015,9,38,14,0,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-15,134484,0,0,2015,9,38,15,1,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-16,134484,0,0,2015,9,38,16,2,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-17,134484,0,0,2015,9,38,17,3,3,0,0.0,0.0,0.0,0.0,0.7
2015-09-18,134484,0,0,2015,9,38,18,4,3,0,0.0,0.0,0.0,0.0,0.7
2015-06-02,137697,0,0,2015,6,23,2,1,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-03,137697,0,0,2015,6,23,3,2,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-04,137697,0,0,2015,6,23,4,3,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-05,137697,0,0,2015,6,23,5,4,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-06,137697,0,0,2015,6,23,6,5,2,1,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-07,137697,0,0,2015,6,23,7,6,2,1,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-08,137697,0,0,2015,6,24,8,0,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-09,137697,2,794,2015,6,24,9,1,2,0,0.0,0.0,0.0,0.0,0.3333333333333333
2015-06-10,137697,0,0,2015,6,24,10,2,2,0,2.0,0.0,0.0,0.2857142857142857,0.4
2015-06-11,137697,0,0,2015,6,24,11,3,2,0,0.0,0.0,0.0,0.2857142857142857,0.4
2015-06-12,137697,0,0,2015,6,24,12,4,2,0,0.0,0.0,0.0,0.2857142857142857,0.4
2015-06-13,137697,0,0,2015,6,24,13,5,2,1,0.0,0.0,0.0,0.2857142857142857,0.4
2015-06-14,137697,0,0,2015,6,24,14,6,2,1,0.0,0.0,0.0,0.2857142857142857,0.4
2015-06-15,137697,0,0,2015,6,25,15,0,2,0,0.0,0.0,0.0,0.2857142857142857,0.4
2015-06-16,137697,0,0,2015,6,25,16,1,2,0,0.0,2.0,0.0,0.2857142857142857,0.4
2015-06-17,137697,0,0,2015,6,25,17,2,2,0,0.0,0.0,8.0,0.0,0.4
2015-06-18,137697,0,0,2015,6,25,18,3,2,0,0.0,0.0,2.0,0.0,0.13333333333333333
2015-06-19,137697,4,1588,2015,6,25,19,4,2,0,0.0,0.0,0.0,0.0,0.06666666666666667
2015-06-20,137697,0,0,2015,6,25,20,5,2,1,4.0,0.0,0.0,0.5714285714285714,0.2
2015-06-21,137697,0,0,2015,6,25,21,6,2,1,0.0,0.0,0.0,0.5714285714285714,0.2
2015-06-22,137697,0,0,2015,6,26,22,0,2,0,0.0,0.0,0.0,0.5714285714285714,0.2
2015-06-23,137697,0,0,2015,6,26,23,1,2,0,0.0,0.0,0.0,0.5714285714285714,0.2
2015-06-24,137697,0,0,2015,6,26,24,2,2,0,0.0,0.0,0.0,0.5714285714285714,0.2
2015-06-25,137697,0,0,2015,6,26,25,3,2,0,0.0,0.0,0.0,0.5714285714285714,0.2
2015-06-26,137697,0,0,2015,6,26,26,4,2,0,0.0,4.0,0.0,0.5714285714285714,0.2
